ParameterName, q0_min, q0_max, q3_min, q3_max
q0q3_1, 0, .20000000000000000000, 0, .20000000000000000000
q0q3_2, 0, .20000000000000000000, .20000000000000000000, .40000000000000000000
q0q3_3, 0, .20000000000000000000, .40000000000000000000, .60000000000000000000
q0q3_4, 0, .20000000000000000000, .60000000000000000000, .80000000000000000000
q0q3_5, 0, .20000000000000000000, .80000000000000000000, 1.00000000000000000000
q0q3_6, 0, .20000000000000000000, 1.00000000000000000000, 1.20000000000000000000
q0q3_7, 0, .20000000000000000000, 1.20000000000000000000, 1.40000000000000000000
q0q3_8, 0, .20000000000000000000, 1.40000000000000000000, 1.60000000000000000000
q0q3_9, 0, .20000000000000000000, 1.60000000000000000000, 1.80000000000000000000
q0q3_10, 0, .20000000000000000000, 1.80000000000000000000, 2.00000000000000000000
q0q3_11, 0, .20000000000000000000, 2.00000000000000000000, 2.20000000000000000000
q0q3_12, 0, .20000000000000000000, 2.20000000000000000000, 2.40000000000000000000
q0q3_13, 0, .20000000000000000000, 2.40000000000000000000, 2.60000000000000000000
q0q3_14, 0, .20000000000000000000, 2.60000000000000000000, 2.80000000000000000000
q0q3_15, 0, .20000000000000000000, 2.80000000000000000000, 3.00000000000000000000
q0q3_16, 0, .20000000000000000000, 3.00000000000000000000, 3.20000000000000000000
q0q3_17, 0, .20000000000000000000, 3.20000000000000000000, 3.40000000000000000000
q0q3_18, 0, .20000000000000000000, 3.40000000000000000000, 3.60000000000000000000
q0q3_19, 0, .20000000000000000000, 3.60000000000000000000, 3.80000000000000000000
q0q3_20, 0, .20000000000000000000, 3.80000000000000000000, 4.00000000000000000000
q0q3_21, 0, .20000000000000000000, 4.00000000000000000000, 4.20000000000000000000
q0q3_22, 0, .20000000000000000000, 4.20000000000000000000, 4.40000000000000000000
q0q3_23, 0, .20000000000000000000, 4.40000000000000000000, 4.60000000000000000000
q0q3_24, 0, .20000000000000000000, 4.60000000000000000000, 4.80000000000000000000
q0q3_25, 0, .20000000000000000000, 4.80000000000000000000, 5.00000000000000000000
q0q3_26, .20000000000000000000, .40000000000000000000, .20000000000000000000, .40000000000000000000
q0q3_27, .20000000000000000000, .40000000000000000000, .40000000000000000000, .60000000000000000000
q0q3_28, .20000000000000000000, .40000000000000000000, .60000000000000000000, .80000000000000000000
q0q3_29, .20000000000000000000, .40000000000000000000, .80000000000000000000, 1.00000000000000000000
q0q3_30, .20000000000000000000, .40000000000000000000, 1.00000000000000000000, 1.20000000000000000000
q0q3_31, .20000000000000000000, .40000000000000000000, 1.20000000000000000000, 1.40000000000000000000
q0q3_32, .20000000000000000000, .40000000000000000000, 1.40000000000000000000, 1.60000000000000000000
q0q3_33, .20000000000000000000, .40000000000000000000, 1.60000000000000000000, 1.80000000000000000000
q0q3_34, .20000000000000000000, .40000000000000000000, 1.80000000000000000000, 2.00000000000000000000
q0q3_35, .20000000000000000000, .40000000000000000000, 2.00000000000000000000, 2.20000000000000000000
q0q3_36, .20000000000000000000, .40000000000000000000, 2.20000000000000000000, 2.40000000000000000000
q0q3_37, .20000000000000000000, .40000000000000000000, 2.40000000000000000000, 2.60000000000000000000
q0q3_38, .20000000000000000000, .40000000000000000000, 2.60000000000000000000, 2.80000000000000000000
q0q3_39, .20000000000000000000, .40000000000000000000, 2.80000000000000000000, 3.00000000000000000000
q0q3_40, .20000000000000000000, .40000000000000000000, 3.00000000000000000000, 3.20000000000000000000
q0q3_41, .20000000000000000000, .40000000000000000000, 3.20000000000000000000, 3.40000000000000000000
q0q3_42, .20000000000000000000, .40000000000000000000, 3.40000000000000000000, 3.60000000000000000000
q0q3_43, .20000000000000000000, .40000000000000000000, 3.60000000000000000000, 3.80000000000000000000
q0q3_44, .20000000000000000000, .40000000000000000000, 3.80000000000000000000, 4.00000000000000000000
q0q3_45, .20000000000000000000, .40000000000000000000, 4.00000000000000000000, 4.20000000000000000000
q0q3_46, .20000000000000000000, .40000000000000000000, 4.20000000000000000000, 4.40000000000000000000
q0q3_47, .20000000000000000000, .40000000000000000000, 4.40000000000000000000, 4.60000000000000000000
q0q3_48, .20000000000000000000, .40000000000000000000, 4.60000000000000000000, 4.80000000000000000000
q0q3_49, .20000000000000000000, .40000000000000000000, 4.80000000000000000000, 5.00000000000000000000
q0q3_50, .40000000000000000000, .60000000000000000000, .40000000000000000000, .60000000000000000000
q0q3_51, .40000000000000000000, .60000000000000000000, .60000000000000000000, .80000000000000000000
q0q3_52, .40000000000000000000, .60000000000000000000, .80000000000000000000, 1.00000000000000000000
q0q3_53, .40000000000000000000, .60000000000000000000, 1.00000000000000000000, 1.20000000000000000000
q0q3_54, .40000000000000000000, .60000000000000000000, 1.20000000000000000000, 1.40000000000000000000
q0q3_55, .40000000000000000000, .60000000000000000000, 1.40000000000000000000, 1.60000000000000000000
q0q3_56, .40000000000000000000, .60000000000000000000, 1.60000000000000000000, 1.80000000000000000000
q0q3_57, .40000000000000000000, .60000000000000000000, 1.80000000000000000000, 2.00000000000000000000
q0q3_58, .40000000000000000000, .60000000000000000000, 2.00000000000000000000, 2.20000000000000000000
q0q3_59, .40000000000000000000, .60000000000000000000, 2.20000000000000000000, 2.40000000000000000000
q0q3_60, .40000000000000000000, .60000000000000000000, 2.40000000000000000000, 2.60000000000000000000
q0q3_61, .40000000000000000000, .60000000000000000000, 2.60000000000000000000, 2.80000000000000000000
q0q3_62, .40000000000000000000, .60000000000000000000, 2.80000000000000000000, 3.00000000000000000000
q0q3_63, .40000000000000000000, .60000000000000000000, 3.00000000000000000000, 3.20000000000000000000
q0q3_64, .40000000000000000000, .60000000000000000000, 3.20000000000000000000, 3.40000000000000000000
q0q3_65, .40000000000000000000, .60000000000000000000, 3.40000000000000000000, 3.60000000000000000000
q0q3_66, .40000000000000000000, .60000000000000000000, 3.60000000000000000000, 3.80000000000000000000
q0q3_67, .40000000000000000000, .60000000000000000000, 3.80000000000000000000, 4.00000000000000000000
q0q3_68, .40000000000000000000, .60000000000000000000, 4.00000000000000000000, 4.20000000000000000000
q0q3_69, .40000000000000000000, .60000000000000000000, 4.20000000000000000000, 4.40000000000000000000
q0q3_70, .40000000000000000000, .60000000000000000000, 4.40000000000000000000, 4.60000000000000000000
q0q3_71, .40000000000000000000, .60000000000000000000, 4.60000000000000000000, 4.80000000000000000000
q0q3_72, .40000000000000000000, .60000000000000000000, 4.80000000000000000000, 5.00000000000000000000
q0q3_73, .60000000000000000000, .80000000000000000000, .60000000000000000000, .80000000000000000000
q0q3_74, .60000000000000000000, .80000000000000000000, .80000000000000000000, 1.00000000000000000000
q0q3_75, .60000000000000000000, .80000000000000000000, 1.00000000000000000000, 1.20000000000000000000
q0q3_76, .60000000000000000000, .80000000000000000000, 1.20000000000000000000, 1.40000000000000000000
q0q3_77, .60000000000000000000, .80000000000000000000, 1.40000000000000000000, 1.60000000000000000000
q0q3_78, .60000000000000000000, .80000000000000000000, 1.60000000000000000000, 1.80000000000000000000
q0q3_79, .60000000000000000000, .80000000000000000000, 1.80000000000000000000, 2.00000000000000000000
q0q3_80, .60000000000000000000, .80000000000000000000, 2.00000000000000000000, 2.20000000000000000000
q0q3_81, .60000000000000000000, .80000000000000000000, 2.20000000000000000000, 2.40000000000000000000
q0q3_82, .60000000000000000000, .80000000000000000000, 2.40000000000000000000, 2.60000000000000000000
q0q3_83, .60000000000000000000, .80000000000000000000, 2.60000000000000000000, 2.80000000000000000000
q0q3_84, .60000000000000000000, .80000000000000000000, 2.80000000000000000000, 3.00000000000000000000
q0q3_85, .60000000000000000000, .80000000000000000000, 3.00000000000000000000, 3.20000000000000000000
q0q3_86, .60000000000000000000, .80000000000000000000, 3.20000000000000000000, 3.40000000000000000000
q0q3_87, .60000000000000000000, .80000000000000000000, 3.40000000000000000000, 3.60000000000000000000
q0q3_88, .60000000000000000000, .80000000000000000000, 3.60000000000000000000, 3.80000000000000000000
q0q3_89, .60000000000000000000, .80000000000000000000, 3.80000000000000000000, 4.00000000000000000000
q0q3_90, .60000000000000000000, .80000000000000000000, 4.00000000000000000000, 4.20000000000000000000
q0q3_91, .60000000000000000000, .80000000000000000000, 4.20000000000000000000, 4.40000000000000000000
q0q3_92, .60000000000000000000, .80000000000000000000, 4.40000000000000000000, 4.60000000000000000000
q0q3_93, .60000000000000000000, .80000000000000000000, 4.60000000000000000000, 4.80000000000000000000
q0q3_94, .60000000000000000000, .80000000000000000000, 4.80000000000000000000, 5.00000000000000000000
q0q3_95, .80000000000000000000, 1.00000000000000000000, .80000000000000000000, 1.00000000000000000000
q0q3_96, .80000000000000000000, 1.00000000000000000000, 1.00000000000000000000, 1.20000000000000000000
q0q3_97, .80000000000000000000, 1.00000000000000000000, 1.20000000000000000000, 1.40000000000000000000
q0q3_98, .80000000000000000000, 1.00000000000000000000, 1.40000000000000000000, 1.60000000000000000000
q0q3_99, .80000000000000000000, 1.00000000000000000000, 1.60000000000000000000, 1.80000000000000000000
q0q3_100, .80000000000000000000, 1.00000000000000000000, 1.80000000000000000000, 2.00000000000000000000
q0q3_101, .80000000000000000000, 1.00000000000000000000, 2.00000000000000000000, 2.20000000000000000000
q0q3_102, .80000000000000000000, 1.00000000000000000000, 2.20000000000000000000, 2.40000000000000000000
q0q3_103, .80000000000000000000, 1.00000000000000000000, 2.40000000000000000000, 2.60000000000000000000
q0q3_104, .80000000000000000000, 1.00000000000000000000, 2.60000000000000000000, 2.80000000000000000000
q0q3_105, .80000000000000000000, 1.00000000000000000000, 2.80000000000000000000, 3.00000000000000000000
q0q3_106, .80000000000000000000, 1.00000000000000000000, 3.00000000000000000000, 3.20000000000000000000
q0q3_107, .80000000000000000000, 1.00000000000000000000, 3.20000000000000000000, 3.40000000000000000000
q0q3_108, .80000000000000000000, 1.00000000000000000000, 3.40000000000000000000, 3.60000000000000000000
q0q3_109, .80000000000000000000, 1.00000000000000000000, 3.60000000000000000000, 3.80000000000000000000
q0q3_110, .80000000000000000000, 1.00000000000000000000, 3.80000000000000000000, 4.00000000000000000000
q0q3_111, .80000000000000000000, 1.00000000000000000000, 4.00000000000000000000, 4.20000000000000000000
q0q3_112, .80000000000000000000, 1.00000000000000000000, 4.20000000000000000000, 4.40000000000000000000
q0q3_113, .80000000000000000000, 1.00000000000000000000, 4.40000000000000000000, 4.60000000000000000000
q0q3_114, .80000000000000000000, 1.00000000000000000000, 4.60000000000000000000, 4.80000000000000000000
q0q3_115, .80000000000000000000, 1.00000000000000000000, 4.80000000000000000000, 5.00000000000000000000
q0q3_116, 1.00000000000000000000, 1.20000000000000000000, 1.00000000000000000000, 1.20000000000000000000
q0q3_117, 1.00000000000000000000, 1.20000000000000000000, 1.20000000000000000000, 1.40000000000000000000
q0q3_118, 1.00000000000000000000, 1.20000000000000000000, 1.40000000000000000000, 1.60000000000000000000
q0q3_119, 1.00000000000000000000, 1.20000000000000000000, 1.60000000000000000000, 1.80000000000000000000
q0q3_120, 1.00000000000000000000, 1.20000000000000000000, 1.80000000000000000000, 2.00000000000000000000
q0q3_121, 1.00000000000000000000, 1.20000000000000000000, 2.00000000000000000000, 2.20000000000000000000
q0q3_122, 1.00000000000000000000, 1.20000000000000000000, 2.20000000000000000000, 2.40000000000000000000
q0q3_123, 1.00000000000000000000, 1.20000000000000000000, 2.40000000000000000000, 2.60000000000000000000
q0q3_124, 1.00000000000000000000, 1.20000000000000000000, 2.60000000000000000000, 2.80000000000000000000
q0q3_125, 1.00000000000000000000, 1.20000000000000000000, 2.80000000000000000000, 3.00000000000000000000
q0q3_126, 1.00000000000000000000, 1.20000000000000000000, 3.00000000000000000000, 3.20000000000000000000
q0q3_127, 1.00000000000000000000, 1.20000000000000000000, 3.20000000000000000000, 3.40000000000000000000
q0q3_128, 1.00000000000000000000, 1.20000000000000000000, 3.40000000000000000000, 3.60000000000000000000
q0q3_129, 1.00000000000000000000, 1.20000000000000000000, 3.60000000000000000000, 3.80000000000000000000
