ParameterName, q0_min, q0_max, q3_min, q3_max
q0q3_101, .20000000000000000000, .30000000000000000000, .30000000000000000000, .40000000000000000000
q0q3_102, .20000000000000000000, .30000000000000000000, .40000000000000000000, .50000000000000000000
q0q3_103, .20000000000000000000, .30000000000000000000, .50000000000000000000, .60000000000000000000
q0q3_104, .20000000000000000000, .30000000000000000000, .60000000000000000000, .70000000000000000000
q0q3_105, .20000000000000000000, .30000000000000000000, .70000000000000000000, .80000000000000000000
q0q3_106, .20000000000000000000, .30000000000000000000, .80000000000000000000, .90000000000000000000
q0q3_107, .20000000000000000000, .30000000000000000000, .90000000000000000000, 1.00000000000000000000
q0q3_108, .20000000000000000000, .30000000000000000000, 1.00000000000000000000, 1.10000000000000000000
q0q3_109, .20000000000000000000, .30000000000000000000, 1.10000000000000000000, 1.20000000000000000000
q0q3_110, .20000000000000000000, .30000000000000000000, 1.20000000000000000000, 1.30000000000000000000
q0q3_111, .20000000000000000000, .30000000000000000000, 1.30000000000000000000, 1.40000000000000000000
q0q3_112, .20000000000000000000, .30000000000000000000, 1.40000000000000000000, 1.50000000000000000000
q0q3_113, .20000000000000000000, .30000000000000000000, 1.50000000000000000000, 1.60000000000000000000
q0q3_114, .20000000000000000000, .30000000000000000000, 1.60000000000000000000, 1.70000000000000000000
q0q3_115, .20000000000000000000, .30000000000000000000, 1.70000000000000000000, 1.80000000000000000000
q0q3_116, .20000000000000000000, .30000000000000000000, 1.80000000000000000000, 1.90000000000000000000
q0q3_117, .20000000000000000000, .30000000000000000000, 1.90000000000000000000, 2.00000000000000000000
q0q3_118, .20000000000000000000, .30000000000000000000, 2.00000000000000000000, 2.10000000000000000000
q0q3_119, .20000000000000000000, .30000000000000000000, 2.10000000000000000000, 2.20000000000000000000
q0q3_120, .20000000000000000000, .30000000000000000000, 2.20000000000000000000, 2.30000000000000000000
q0q3_121, .20000000000000000000, .30000000000000000000, 2.30000000000000000000, 2.40000000000000000000
q0q3_122, .20000000000000000000, .30000000000000000000, 2.40000000000000000000, 2.50000000000000000000
q0q3_123, .20000000000000000000, .30000000000000000000, 2.50000000000000000000, 2.60000000000000000000
q0q3_124, .20000000000000000000, .30000000000000000000, 2.60000000000000000000, 2.70000000000000000000
q0q3_125, .20000000000000000000, .30000000000000000000, 2.70000000000000000000, 2.80000000000000000000
q0q3_126, .20000000000000000000, .30000000000000000000, 2.80000000000000000000, 2.90000000000000000000
q0q3_127, .20000000000000000000, .30000000000000000000, 2.90000000000000000000, 3.00000000000000000000
q0q3_128, .20000000000000000000, .30000000000000000000, 3.00000000000000000000, 3.10000000000000000000
q0q3_129, .20000000000000000000, .30000000000000000000, 3.10000000000000000000, 3.20000000000000000000
q0q3_130, .20000000000000000000, .30000000000000000000, 3.20000000000000000000, 3.30000000000000000000
q0q3_131, .20000000000000000000, .30000000000000000000, 3.30000000000000000000, 3.40000000000000000000
q0q3_132, .20000000000000000000, .30000000000000000000, 3.40000000000000000000, 3.50000000000000000000
q0q3_133, .20000000000000000000, .30000000000000000000, 3.50000000000000000000, 3.60000000000000000000
q0q3_134, .20000000000000000000, .30000000000000000000, 3.60000000000000000000, 3.70000000000000000000
q0q3_135, .20000000000000000000, .30000000000000000000, 3.70000000000000000000, 3.80000000000000000000
q0q3_136, .20000000000000000000, .30000000000000000000, 3.80000000000000000000, 3.90000000000000000000
q0q3_137, .20000000000000000000, .30000000000000000000, 3.90000000000000000000, 4.00000000000000000000
q0q3_138, .20000000000000000000, .30000000000000000000, 4.00000000000000000000, 4.10000000000000000000
q0q3_139, .20000000000000000000, .30000000000000000000, 4.10000000000000000000, 4.20000000000000000000
q0q3_140, .20000000000000000000, .30000000000000000000, 4.20000000000000000000, 4.30000000000000000000
q0q3_141, .20000000000000000000, .30000000000000000000, 4.30000000000000000000, 4.40000000000000000000
q0q3_142, .20000000000000000000, .30000000000000000000, 4.40000000000000000000, 4.50000000000000000000
q0q3_143, .20000000000000000000, .30000000000000000000, 4.50000000000000000000, 4.60000000000000000000
q0q3_144, .20000000000000000000, .30000000000000000000, 4.60000000000000000000, 4.70000000000000000000
q0q3_145, .20000000000000000000, .30000000000000000000, 4.70000000000000000000, 4.80000000000000000000
q0q3_146, .20000000000000000000, .30000000000000000000, 4.80000000000000000000, 4.90000000000000000000
q0q3_147, .20000000000000000000, .30000000000000000000, 4.90000000000000000000, 5.00000000000000000000
q0q3_148, .30000000000000000000, .40000000000000000000, .30000000000000000000, .40000000000000000000
q0q3_149, .30000000000000000000, .40000000000000000000, .40000000000000000000, .50000000000000000000
q0q3_150, .30000000000000000000, .40000000000000000000, .50000000000000000000, .60000000000000000000
q0q3_151, .30000000000000000000, .40000000000000000000, .60000000000000000000, .70000000000000000000
q0q3_152, .30000000000000000000, .40000000000000000000, .70000000000000000000, .80000000000000000000
q0q3_153, .30000000000000000000, .40000000000000000000, .80000000000000000000, .90000000000000000000
q0q3_154, .30000000000000000000, .40000000000000000000, .90000000000000000000, 1.00000000000000000000
q0q3_155, .30000000000000000000, .40000000000000000000, 1.00000000000000000000, 1.10000000000000000000
q0q3_156, .30000000000000000000, .40000000000000000000, 1.10000000000000000000, 1.20000000000000000000
q0q3_157, .30000000000000000000, .40000000000000000000, 1.20000000000000000000, 1.30000000000000000000
q0q3_158, .30000000000000000000, .40000000000000000000, 1.30000000000000000000, 1.40000000000000000000
q0q3_159, .30000000000000000000, .40000000000000000000, 1.40000000000000000000, 1.50000000000000000000
q0q3_160, .30000000000000000000, .40000000000000000000, 1.50000000000000000000, 1.60000000000000000000
q0q3_161, .30000000000000000000, .40000000000000000000, 1.60000000000000000000, 1.70000000000000000000
q0q3_162, .30000000000000000000, .40000000000000000000, 1.70000000000000000000, 1.80000000000000000000
q0q3_163, .30000000000000000000, .40000000000000000000, 1.80000000000000000000, 1.90000000000000000000
q0q3_164, .30000000000000000000, .40000000000000000000, 1.90000000000000000000, 2.00000000000000000000
q0q3_165, .30000000000000000000, .40000000000000000000, 2.00000000000000000000, 2.10000000000000000000
q0q3_166, .30000000000000000000, .40000000000000000000, 2.10000000000000000000, 2.20000000000000000000
q0q3_167, .30000000000000000000, .40000000000000000000, 2.20000000000000000000, 2.30000000000000000000
q0q3_168, .30000000000000000000, .40000000000000000000, 2.30000000000000000000, 2.40000000000000000000
q0q3_169, .30000000000000000000, .40000000000000000000, 2.40000000000000000000, 2.50000000000000000000
q0q3_170, .30000000000000000000, .40000000000000000000, 2.50000000000000000000, 2.60000000000000000000
q0q3_171, .30000000000000000000, .40000000000000000000, 2.60000000000000000000, 2.70000000000000000000
q0q3_172, .30000000000000000000, .40000000000000000000, 2.70000000000000000000, 2.80000000000000000000
q0q3_173, .30000000000000000000, .40000000000000000000, 2.80000000000000000000, 2.90000000000000000000
q0q3_174, .30000000000000000000, .40000000000000000000, 2.90000000000000000000, 3.00000000000000000000
q0q3_175, .30000000000000000000, .40000000000000000000, 3.00000000000000000000, 3.10000000000000000000
q0q3_176, .30000000000000000000, .40000000000000000000, 3.10000000000000000000, 3.20000000000000000000
q0q3_177, .30000000000000000000, .40000000000000000000, 3.20000000000000000000, 3.30000000000000000000
q0q3_178, .30000000000000000000, .40000000000000000000, 3.30000000000000000000, 3.40000000000000000000
q0q3_179, .30000000000000000000, .40000000000000000000, 3.40000000000000000000, 3.50000000000000000000
q0q3_180, .30000000000000000000, .40000000000000000000, 3.50000000000000000000, 3.60000000000000000000
q0q3_181, .30000000000000000000, .40000000000000000000, 3.60000000000000000000, 3.70000000000000000000
q0q3_182, .30000000000000000000, .40000000000000000000, 3.70000000000000000000, 3.80000000000000000000
q0q3_183, .30000000000000000000, .40000000000000000000, 3.80000000000000000000, 3.90000000000000000000
q0q3_184, .30000000000000000000, .40000000000000000000, 3.90000000000000000000, 4.00000000000000000000
q0q3_185, .30000000000000000000, .40000000000000000000, 4.00000000000000000000, 4.10000000000000000000
q0q3_186, .30000000000000000000, .40000000000000000000, 4.10000000000000000000, 4.20000000000000000000
q0q3_187, .30000000000000000000, .40000000000000000000, 4.20000000000000000000, 4.30000000000000000000
q0q3_188, .30000000000000000000, .40000000000000000000, 4.30000000000000000000, 4.40000000000000000000
q0q3_189, .30000000000000000000, .40000000000000000000, 4.40000000000000000000, 4.50000000000000000000
q0q3_190, .30000000000000000000, .40000000000000000000, 4.50000000000000000000, 4.60000000000000000000
q0q3_191, .30000000000000000000, .40000000000000000000, 4.60000000000000000000, 4.70000000000000000000
q0q3_192, .30000000000000000000, .40000000000000000000, 4.70000000000000000000, 4.80000000000000000000
q0q3_193, .30000000000000000000, .40000000000000000000, 4.80000000000000000000, 4.90000000000000000000
q0q3_194, .30000000000000000000, .40000000000000000000, 4.90000000000000000000, 5.00000000000000000000
q0q3_195, .40000000000000000000, .50000000000000000000, .40000000000000000000, .50000000000000000000
q0q3_196, .40000000000000000000, .50000000000000000000, .50000000000000000000, .60000000000000000000
q0q3_197, .40000000000000000000, .50000000000000000000, .60000000000000000000, .70000000000000000000
q0q3_198, .40000000000000000000, .50000000000000000000, .70000000000000000000, .80000000000000000000
q0q3_199, .40000000000000000000, .50000000000000000000, .80000000000000000000, .90000000000000000000
q0q3_200, .40000000000000000000, .50000000000000000000, .90000000000000000000, 1.00000000000000000000
q0q3_201, .40000000000000000000, .50000000000000000000, 1.00000000000000000000, 1.10000000000000000000
q0q3_202, .40000000000000000000, .50000000000000000000, 1.10000000000000000000, 1.20000000000000000000
q0q3_203, .40000000000000000000, .50000000000000000000, 1.20000000000000000000, 1.30000000000000000000
q0q3_204, .40000000000000000000, .50000000000000000000, 1.30000000000000000000, 1.40000000000000000000
q0q3_205, .40000000000000000000, .50000000000000000000, 1.40000000000000000000, 1.50000000000000000000
q0q3_206, .40000000000000000000, .50000000000000000000, 1.50000000000000000000, 1.60000000000000000000
q0q3_207, .40000000000000000000, .50000000000000000000, 1.60000000000000000000, 1.70000000000000000000
q0q3_208, .40000000000000000000, .50000000000000000000, 1.70000000000000000000, 1.80000000000000000000
q0q3_209, .40000000000000000000, .50000000000000000000, 1.80000000000000000000, 1.90000000000000000000
q0q3_210, .40000000000000000000, .50000000000000000000, 1.90000000000000000000, 2.00000000000000000000
q0q3_211, .40000000000000000000, .50000000000000000000, 2.00000000000000000000, 2.10000000000000000000
q0q3_212, .40000000000000000000, .50000000000000000000, 2.10000000000000000000, 2.20000000000000000000
q0q3_213, .40000000000000000000, .50000000000000000000, 2.20000000000000000000, 2.30000000000000000000
q0q3_214, .40000000000000000000, .50000000000000000000, 2.30000000000000000000, 2.40000000000000000000
q0q3_215, .40000000000000000000, .50000000000000000000, 2.40000000000000000000, 2.50000000000000000000
q0q3_216, .40000000000000000000, .50000000000000000000, 2.50000000000000000000, 2.60000000000000000000
q0q3_217, .40000000000000000000, .50000000000000000000, 2.60000000000000000000, 2.70000000000000000000
q0q3_218, .40000000000000000000, .50000000000000000000, 2.70000000000000000000, 2.80000000000000000000
q0q3_219, .40000000000000000000, .50000000000000000000, 2.80000000000000000000, 2.90000000000000000000
q0q3_220, .40000000000000000000, .50000000000000000000, 2.90000000000000000000, 3.00000000000000000000
q0q3_221, .40000000000000000000, .50000000000000000000, 3.00000000000000000000, 3.10000000000000000000
q0q3_222, .40000000000000000000, .50000000000000000000, 3.10000000000000000000, 3.20000000000000000000
q0q3_223, .40000000000000000000, .50000000000000000000, 3.20000000000000000000, 3.30000000000000000000
q0q3_224, .40000000000000000000, .50000000000000000000, 3.30000000000000000000, 3.40000000000000000000
q0q3_225, .40000000000000000000, .50000000000000000000, 3.40000000000000000000, 3.50000000000000000000
q0q3_226, .40000000000000000000, .50000000000000000000, 3.50000000000000000000, 3.60000000000000000000
q0q3_227, .40000000000000000000, .50000000000000000000, 3.60000000000000000000, 3.70000000000000000000
q0q3_228, .40000000000000000000, .50000000000000000000, 3.70000000000000000000, 3.80000000000000000000
q0q3_229, .40000000000000000000, .50000000000000000000, 3.80000000000000000000, 3.90000000000000000000
q0q3_230, .40000000000000000000, .50000000000000000000, 3.90000000000000000000, 4.00000000000000000000
q0q3_231, .40000000000000000000, .50000000000000000000, 4.00000000000000000000, 4.10000000000000000000
q0q3_232, .40000000000000000000, .50000000000000000000, 4.10000000000000000000, 4.20000000000000000000
q0q3_233, .40000000000000000000, .50000000000000000000, 4.20000000000000000000, 4.30000000000000000000
q0q3_234, .40000000000000000000, .50000000000000000000, 4.30000000000000000000, 4.40000000000000000000
q0q3_235, .40000000000000000000, .50000000000000000000, 4.40000000000000000000, 4.50000000000000000000
q0q3_236, .40000000000000000000, .50000000000000000000, 4.50000000000000000000, 4.60000000000000000000
q0q3_237, .40000000000000000000, .50000000000000000000, 4.60000000000000000000, 4.70000000000000000000
q0q3_238, .40000000000000000000, .50000000000000000000, 4.70000000000000000000, 4.80000000000000000000
q0q3_239, .40000000000000000000, .50000000000000000000, 4.80000000000000000000, 4.90000000000000000000
q0q3_240, .40000000000000000000, .50000000000000000000, 4.90000000000000000000, 5.00000000000000000000
q0q3_241, .50000000000000000000, .60000000000000000000, .50000000000000000000, .60000000000000000000
q0q3_242, .50000000000000000000, .60000000000000000000, .60000000000000000000, .70000000000000000000
q0q3_243, .50000000000000000000, .60000000000000000000, .70000000000000000000, .80000000000000000000
q0q3_244, .50000000000000000000, .60000000000000000000, .80000000000000000000, .90000000000000000000
q0q3_245, .50000000000000000000, .60000000000000000000, .90000000000000000000, 1.00000000000000000000
q0q3_246, .50000000000000000000, .60000000000000000000, 1.00000000000000000000, 1.10000000000000000000
q0q3_247, .50000000000000000000, .60000000000000000000, 1.10000000000000000000, 1.20000000000000000000
q0q3_248, .50000000000000000000, .60000000000000000000, 1.20000000000000000000, 1.30000000000000000000
q0q3_249, .50000000000000000000, .60000000000000000000, 1.30000000000000000000, 1.40000000000000000000
q0q3_250, .50000000000000000000, .60000000000000000000, 1.40000000000000000000, 1.50000000000000000000
q0q3_251, .50000000000000000000, .60000000000000000000, 1.50000000000000000000, 1.60000000000000000000
q0q3_252, .50000000000000000000, .60000000000000000000, 1.60000000000000000000, 1.70000000000000000000
q0q3_253, .50000000000000000000, .60000000000000000000, 1.70000000000000000000, 1.80000000000000000000
q0q3_254, .50000000000000000000, .60000000000000000000, 1.80000000000000000000, 1.90000000000000000000
q0q3_255, .50000000000000000000, .60000000000000000000, 1.90000000000000000000, 2.00000000000000000000
q0q3_256, .50000000000000000000, .60000000000000000000, 2.00000000000000000000, 2.10000000000000000000
q0q3_257, .50000000000000000000, .60000000000000000000, 2.10000000000000000000, 2.20000000000000000000
q0q3_258, .50000000000000000000, .60000000000000000000, 2.20000000000000000000, 2.30000000000000000000
q0q3_259, .50000000000000000000, .60000000000000000000, 2.30000000000000000000, 2.40000000000000000000
q0q3_260, .50000000000000000000, .60000000000000000000, 2.40000000000000000000, 2.50000000000000000000
q0q3_261, .50000000000000000000, .60000000000000000000, 2.50000000000000000000, 2.60000000000000000000
q0q3_262, .50000000000000000000, .60000000000000000000, 2.60000000000000000000, 2.70000000000000000000
q0q3_263, .50000000000000000000, .60000000000000000000, 2.70000000000000000000, 2.80000000000000000000
q0q3_264, .50000000000000000000, .60000000000000000000, 2.80000000000000000000, 2.90000000000000000000
q0q3_265, .50000000000000000000, .60000000000000000000, 2.90000000000000000000, 3.00000000000000000000
q0q3_266, .50000000000000000000, .60000000000000000000, 3.00000000000000000000, 3.10000000000000000000
q0q3_267, .50000000000000000000, .60000000000000000000, 3.10000000000000000000, 3.20000000000000000000
q0q3_268, .50000000000000000000, .60000000000000000000, 3.20000000000000000000, 3.30000000000000000000
q0q3_269, .50000000000000000000, .60000000000000000000, 3.30000000000000000000, 3.40000000000000000000
q0q3_270, .50000000000000000000, .60000000000000000000, 3.40000000000000000000, 3.50000000000000000000
q0q3_271, .50000000000000000000, .60000000000000000000, 3.50000000000000000000, 3.60000000000000000000
q0q3_272, .50000000000000000000, .60000000000000000000, 3.60000000000000000000, 3.70000000000000000000
q0q3_273, .50000000000000000000, .60000000000000000000, 3.70000000000000000000, 3.80000000000000000000
q0q3_274, .50000000000000000000, .60000000000000000000, 3.80000000000000000000, 3.90000000000000000000
q0q3_275, .50000000000000000000, .60000000000000000000, 3.90000000000000000000, 4.00000000000000000000
q0q3_276, .50000000000000000000, .60000000000000000000, 4.00000000000000000000, 4.10000000000000000000
q0q3_277, .50000000000000000000, .60000000000000000000, 4.10000000000000000000, 4.20000000000000000000
q0q3_278, .50000000000000000000, .60000000000000000000, 4.20000000000000000000, 4.30000000000000000000
q0q3_279, .50000000000000000000, .60000000000000000000, 4.30000000000000000000, 4.40000000000000000000
q0q3_280, .50000000000000000000, .60000000000000000000, 4.40000000000000000000, 4.50000000000000000000
q0q3_281, .50000000000000000000, .60000000000000000000, 4.50000000000000000000, 4.60000000000000000000
q0q3_282, .50000000000000000000, .60000000000000000000, 4.60000000000000000000, 4.70000000000000000000
q0q3_283, .50000000000000000000, .60000000000000000000, 4.70000000000000000000, 4.80000000000000000000
q0q3_284, .50000000000000000000, .60000000000000000000, 4.80000000000000000000, 4.90000000000000000000
q0q3_285, .50000000000000000000, .60000000000000000000, 4.90000000000000000000, 5.00000000000000000000
q0q3_286, .60000000000000000000, .70000000000000000000, .60000000000000000000, .70000000000000000000
q0q3_287, .60000000000000000000, .70000000000000000000, .70000000000000000000, .80000000000000000000
q0q3_288, .60000000000000000000, .70000000000000000000, .80000000000000000000, .90000000000000000000
q0q3_289, .60000000000000000000, .70000000000000000000, .90000000000000000000, 1.00000000000000000000
q0q3_290, .60000000000000000000, .70000000000000000000, 1.00000000000000000000, 1.10000000000000000000
q0q3_291, .60000000000000000000, .70000000000000000000, 1.10000000000000000000, 1.20000000000000000000
q0q3_292, .60000000000000000000, .70000000000000000000, 1.20000000000000000000, 1.30000000000000000000
q0q3_293, .60000000000000000000, .70000000000000000000, 1.30000000000000000000, 1.40000000000000000000
q0q3_294, .60000000000000000000, .70000000000000000000, 1.40000000000000000000, 1.50000000000000000000
q0q3_295, .60000000000000000000, .70000000000000000000, 1.50000000000000000000, 1.60000000000000000000
q0q3_296, .60000000000000000000, .70000000000000000000, 1.60000000000000000000, 1.70000000000000000000
q0q3_297, .60000000000000000000, .70000000000000000000, 1.70000000000000000000, 1.80000000000000000000
q0q3_298, .60000000000000000000, .70000000000000000000, 1.80000000000000000000, 1.90000000000000000000
q0q3_299, .60000000000000000000, .70000000000000000000, 1.90000000000000000000, 2.00000000000000000000
q0q3_300, .60000000000000000000, .70000000000000000000, 2.00000000000000000000, 2.10000000000000000000
q0q3_301, .60000000000000000000, .70000000000000000000, 2.10000000000000000000, 2.20000000000000000000
q0q3_302, .60000000000000000000, .70000000000000000000, 2.20000000000000000000, 2.30000000000000000000
q0q3_303, .60000000000000000000, .70000000000000000000, 2.30000000000000000000, 2.40000000000000000000
q0q3_304, .60000000000000000000, .70000000000000000000, 2.40000000000000000000, 2.50000000000000000000
q0q3_305, .60000000000000000000, .70000000000000000000, 2.50000000000000000000, 2.60000000000000000000
q0q3_306, .60000000000000000000, .70000000000000000000, 2.60000000000000000000, 2.70000000000000000000
